key,data_source,species_reported,identifier,identification_type,identification_year,herbarium,herbarium_barcode,harbarium_voucher,field_plant_id,collection_year,collection_month,collection_day,collection_country,collection_stateProvince,collection_municipality,collection_locality,coord_longitude,coord_latitude,coord_source,reference,notes
LP2024_000208,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,94158,Santos_AKA_286,NA,2005,04,06,Brazil,Bahia,Ibicoara,"""Campo Redondo.""",-41.211944,-13.434444,field_measured,splink,NA
LP2024_000209,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2013,HVASF,5411,Oliveira_M_4249,NA,2009,05,28,Brazil,Bahia,Morro_do_Chapeu,"""Morrao, Piemont da Chapada Diamantina, Campo Rupestre, proximo as torres de telefonia""",-41.207416,-11.590722,field_measured,splink,NA
LP2024_000210,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2014,ALCB,128399,Queiroz_LP_16063,NA,2014,10,29,Brazil,Bahia,Morro_do_Chapeu,"""area no entorno do Morrao (localidade onde estao instaladas antenas de transmissao).""",-41.207231,-11.586755,estimated,splink,NA
LP2024_000211,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2008,HUEFS,66389,Junqueira_MER_130,NA,2002,10,09,Brazil,Bahia,Morro_do_Chapeu,"""Proximo ao Morrao (Terra de Marlon)""",-41.201833,-11.584798,estimated,splink,NA
LP2024_000212,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,84895,Machado_M_267,NA,2004,06,28,Brazil,Bahia,Umburanas,"""Delfino, estrada para Campo Formoso, apos 1km dobrar a esquerda na estrada para Lages dos Negros, depois de 4,6km chega-se no povoado de Lagoa da Barra - dobrar a esquerda antes do campo de futebol, pegando a estrada para Boa Vista, depois de 8,7km chega-""",-41.195556,-10.363611,field_measured,splink,NA
LP2024_000213,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2011,HUEFS,121473,Franca_F_5652,NA,2007,05,04,Brazil,Bahia,Morro_do_Chapeu,"""Guariba.""",-41.194167,-11.44,locality_based,splink,NA
LP2024_000214,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2008,HUEFS,119854,Pastore_JFB_2092,NA,2007,05,20,Brazil,Bahia,Morro_do_Chapeu,"""Fazenda Guariba.""",-41.194167,-11.44,locality_based,splink,NA
LP2024_000215,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2008,HUEFS,121922,Melo_E_4819,NA,2007,06,29,Brazil,Bahia,Morro_do_Chapeu,"""Fazenda Guariba; nascentes do Rio Salitre.""",-41.193889,-11.438056,field_measured,splink,NA
LP2024_000216,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2008,HUEFS,131380,Rocha_D_417,NA,2007,06,30,Brazil,Bahia,Morro_do_Chapeu,"""Fazenda Guariba""",-41.193889,-11.438333,locality_based,splink,NA
LP2024_000217,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2008,HUEFS,131408,Rocha_D_490,NA,2007,09,07,Brazil,Bahia,Morro_do_Chapeu,"""Fazenda Guariba""",-41.193889,-11.438333,locality_based,splink,NA
LP2024_000218,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2018,HUEFS,226640,Mascarenhas_AAS_157,NA,2016,10,12,Brazil,Bahia,Morro_do_Chapeu,"""Tabuleiro do Tigre, cerca de 6 Km depois de Morro na estrada para Utinga, lado direito da rodovia.""",-41.176111,-11.606389,field_measured,splink,NA
LP2024_000219,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,91355,Nascimento_JGA_178,NA,2005,01,04,Brazil,Bahia,Morro_do_Chapeu,"""Tabuleiro dos Tigres, cerca de 5 km ao sul de Morro do Chapeu ma estrada para Utinga.""",-41.162778,-11.613056,field_measured,splink,NA
LP2024_000220,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,NA,HUEFS,209772,Queiroz_LP_15938,NA,2014,08,09,Brazil,Bahia,Morro_do_Chapeu,"""7 Km E de Morro do Chapeu, na estrada do Feijao.""",-41.099444,-11.5825,field_measured,splink,NA
LP2024_000221,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,HUEFS,112681,Conceicao_AS_831,NA,2004,09,21,Brazil,Minas_Gerais,Jequitinhonha,"""estrada Pedra Azul - Jequitinhonha, a 48 km ao Sul de Pedra Azul, estrada em frente ao Posto da eletricidade.""",-41.089722,-16.339167,field_measured,splink,NA
LP2024_000222,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,NA,CEN,65432,Conceicao_AS_708,NA,2003,09,08,Brazil,Minas_Gerais,Jequitinhonha,"""47 km ao sul de Pedra Azul, estrada para Jequitinhonha, estrada em frente ao poste de eletricidade.""",-41.089166,-16.338888,field_measured,splink,NA
LP2024_000223,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2016,HUEFS,218412,CostaLima_JL_795,NA,2012,12,07,Brazil,Bahia,Morro_do_Chapeu,"""Rod. BA - 052, ca. 7km da entrada de Morro do Chapeu, km 266.""",-41.052653,-11.599752,estimated,splink,NA
LP2024_000224,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2009,HUNEB,10152,Guedes_ML_75596,NA,2006,12,09,Brazil,Bahia,Morro_do_Chapeu,"""Chapada Diamantina.""",-41.018056,-11.671667,field_measured,splink,NA
LP2024_000225,herbarium,Chamaecrista_blanchetii,Cota_MMT,taxonomist,2016,HURB,1526,Aona_LYS_1294,NA,2010,04,24,Brazil,Bahia,Morro_do_Chapeu,"""trilha para Cachoeira do Agreste;""",-41.016493,-11.505695,estimated,splink,NA
LP2024_000226,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,52521,Lemos_MJS_175,NA,2001,04,12,Brazil,Bahia,Morro_do_Chapeu,"""Descida da Cachoeira do Ferro Doido.""",-41.003056,-11.627778,locality_based,splink,NA
LP2024_000227,herbarium,Chamaecrista_blanchetii,Rando_JG,taxonomist,2010,SPF,196604,Lopes_JC_106,NA,2010,04,05,Brazil,Bahia,Morro_do_Chapeu,"""Estrada de Morro do Chapeu em direcao a Tapiramuta, 18 km de Morro do Chapeu, entrada a esquerda. Cachoeira do Ferro Doido""",-41.001292,-11.62671,estimated,splink,NA
LP2024_000228,herbarium,Chamaecrista_blanchetii,Cota_MMT,taxonomist,2017,HUEFS,38172,Alves_PAC_85,NA,2016,02,17,Brazil,Bahia,Morro_do_Chapeu,"""Ferro Doido (aprox. 18 Km da cidade na margem direita sentido a cachoeira.""",-41.001111,-11.626111,field_measured,splink,NA
LP2024_000229,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,NA,HUEFS,249264,Queiroz_LP_16645,NA,2019,05,09,Brazil,Bahia,Morro_do_Chapeu,"""Ca. 20 km E de Morro do Chapeu na BA 052, area da Cachoeira do Ferro Doido.""",-41.000833,-11.628333,locality_based,splink,NA
LP2024_000230,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,HUEFS,28541,Silva_LB_6035,NA,1997,03,05,Brazil,Bahia,Morro_do_Chapeu,"""Cachoeira do Rio Ferro Doido.""",-41.000833,-11.628333,locality_based,splink,NA
LP2024_000231,herbarium,Chamaecrista_blanchetii,Cota_MMT,taxonomist,2016,HURB,1360,Martins_MLL_1547,NA,2009,10,11,Brazil,Bahia,Morro_do_Chapeu,"""Cachoeira do Ferro Doido;""",-41.000321,-11.625018,estimated,splink,NA
LP2024_000232,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2014,HUEFS,180171,Souza_IM_57,NA,2011,06,18,Brazil,Bahia,Morro_do_Chapeu,"""Cachoeira do Ferro Doido.""",-41.000321,-11.625018,estimated,splink,NA
LP2024_000233,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2018,HUEFS,226618,Mascarenhas_AAS_135,NA,2016,09,22,Brazil,Bahia,Morro_do_Chapeu,"""Cachoeira do Ferro Doido, entrada a direita antes da chegar na cidade pela rodovia que vai para Feira de Santana.""",-41.000278,-11.627222,field_measured,splink,NA
LP2024_000234,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,NA,MOBOT_BR,1824034,Davidse_G_11943,NA,1976,04,04,Brazil,Bahia,Morro_do_Chapeu,"""Chapada da Diamantina, along waterfall of the Rio Ferro Doido, ca. 21 km E of Morro do Chapeu.""",-40.999062,-11.626413,estimated,splink,NA
LP2024_000235,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2011,HUEFS,141644,Fernandes_A_3309,NA,1977,05,13,Brazil,Bahia,Morro_do_Chapeu,"""Cachoeira do Ferro Doido.""",-40.999062,-11.626413,estimated,splink,NA
LP2024_000236,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2011,EAC,EAC0003309,Fernandes_A_sn,NA,1977,5,13,Brazil,Bahia,Morro_do_Chapeu,"""Cachoeira do Ferro Doido""",-40.999062,-11.626413,estimated,reflora,NA
LP2024_000237,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,2011,HUEFS,141645,Fernandes_A_11399,NA,1982,05,18,Brazil,Bahia,Morro_do_Chapeu,"""Estrada biologica de Cachoeira do Ferro Doido.""",-40.996032,-11.620069,estimated,splink,NA
LP2024_000238,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,53410,Melo_E_3348,NA,2001,04,20,Brazil,Bahia,Morro_do_Chapeu,"""Proximidades da Cachoeira do Ferro Doido.""",-40.993889,-11.625278,field_measured,splink,NA
LP2024_000239,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,71166,Junqueira_MER_201,NA,2003,05,01,Brazil,Bahia,Morro_do_Chapeu,"""Entrada da Cachoeira do Ferro Doido""",-40.991111,-11.617222,locality_based,splink,NA
LP2024_000240,herbarium,Chamaecrista_blanchetii,Cota_MMT,taxonomist,2018,SPF,229809,Amorim_AM_1791,NA,1995,10,28,Brazil,Bahia,Jacobina,"""Serra do Tombador, Estrada Jacobina/Morro do Chapeu, ca. de 24 km a partir da sede do municipio.""",-40.695494,-11.083943,estimated,splink,NA
LP2024_000241,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,594,Fonseca_WN_357,NA,1980,10,28,Brazil,Bahia,Jacobina,"""cerrado mais floresta semi-decidual""",-40.683333,-11.2,locality_based,splink,NA
LP2024_000242,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,40374,Melo_E_2987,NA,1999,09,06,Brazil,Bahia,Jacobina,"""Arredores Tombador.""",-40.660556,-11.061944,field_measured,splink,NA
LP2024_000243,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,55636,Nonato_FR_892,NA,2001,08,03,Brazil,Bahia,Jacobina,"""Piemonte da Diamantina, Monte Taboa, ca. 2km da cidade""",-40.498521,-11.157523,estimated,splink,NA
LP2024_000244,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,CEPEC,29893,Orlandi_RP_262,NA,1982,02,19,Brazil,Bahia,Mundo_Novo,"""area de Tensao Ecologica.""",-40.486389,-11.898889,locality_based,splink,NA
LP2024_000245,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,HUEFS,57808,Jesus_NG_1325,NA,2001,04,07,Brazil,Bahia,Jacobina,"""Serra do Cruzeiro""",-40.481944,-11.206667,locality_based,splink,NA
LP2024_000246,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,CEN,65444,Conceicao_AS_826,NA,2004,09,18,Brazil,Espirito_Santo,Guarapari,"""Rodovia do sol, km 36, em frente as duas torres, Parque Estadual Ponto Cesar vinha.""",-40.421388,-20.585555,field_measured,splink,NA
LP2024_000247,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,62760,Carvalho_AM_7029,NA,2001,08,17,Brazil,Bahia,Macarani,"""Rod. para Vila das Gracas 27,2 km E, ca. 4,4 km de Vila das Gracas.""",-40.413889,-15.771944,locality_based,splink,NA
LP2024_000248,herbarium,Chamaecrista_blanchetii,Cota_MMT,taxonomist,NA,CEPEC,88716,Carvalho_AMV_7029,NA,2001,08,17,Brazil,Bahia,macarani,"""Rod. para Vila das Gracas 27,2Km a E, ca. 4,4Km de Vila das Gracas.""",-40.413889,-15.771944,locality_based,splink,NA
LP2024_000249,herbarium,Chamaecrista_blanchetii,Barneby_RC,taxonomist,NA,UB,16397,Belem_RP_1674,NA,1965,09,08,Brazil,Bahia,Santa_Luzia,"""Margem da Rodovia Camacan - Canavieiras, 32km W de Canavieiras""",-39.252999,-15.450494,estimated,splink,NA
LP2024_000250,herbarium,Chamaecrista_blanchetii,Barneby_RC,taxonomist,NA,UB,16385,Belem_RP_1704,NA,1965,09,08,Brazil,Bahia,Santa_Luzia,"""Margem da Rodovia Camacan-Canavieiras, 32km W de Canavieiras""",-39.252999,-15.450494,estimated,splink,NA
LP2024_000251,herbarium,Chamaecrista_blanchetii,Barneby_RC,taxonomist,NA,UB,16389,Belem_RP_1721,NA,1965,09,08,Brazil,Bahia,Santa_Luzia,"""Margem da Rodovia Camacan - Canavieiras, 32km W de Canavieiras""",-39.252999,-15.450494,estimated,splink,NA
LP2024_000252,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,59946,MattosSilva_LA_4280,NA,2000,10,07,Brazil,Bahia,Santa_Luzia,"""Rodovia (BA - 270) que liga Santa Luzia/Canavieiras/Una. Km 15. Campos naturais. Solo arenoso. (Solo Podzolico) lado esquerdo e direito.""",-39.225556,-15.501389,locality_based,splink,NA
LP2024_000253,herbarium,Chamaecrista_blanchetii,Queiroz_LP,taxonomist,NA,MBM,MBM273604,SantAna_SC_720,NA,1998,10,12,Brazil,Bahia,Canavieiras,"""Ca. de 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras""",-39.191343,-15.508020,estimated,reflora,NA
LP2024_000254,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,NY,515061,Hatschbach_GG_68640,NA,1998,10,18,Brazil,Bahia,Canavieiras,"""Rodovia Canavieiras-Santa Luzia, km 20-30""",-39.062892,-15.567300,locality_based,splink,NA
LP2024_000255,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,IAN,137212,Belem_RP_3249,NA,1967,02,01,Brazil,Bahia,Belmonte,"""Mata costeira.""",-38.880387,-15.875341,estimated,splink,NA
LP2024_000256,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,31760,Gusmao_EF_515,NA,1988,08,24,Brazil,Bahia,Salvador,"""Dunas de Itapua""",-38.354250,-12.944104,estimated,splink,NA
LP2024_000257,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,HUEFS,9984,Queiroz_LP_2491,NA,1991,10,30,Brazil,Bahia,Salvador,"""Dunas de Itapua, proximo ao Condominio Alameda da Praia, arredores da Lagoa do Urubu.""",-38.354250,-12.944104,estimated,splink,NA
LP2024_000258,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,ALCB,76467,Conceicao_AS_832,NA,2004,10,02,Brazil,Bahia,Salvador,"""Regiao Metropolitana Salvador, Stella Mares, Dunas de Stella Mares, erea do Aeroporto""",-38.325545,-12.922344,estimated,splink,NA
LP2024_000259,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2009,HUNEB,10767,Guedes_ML_80953,NA,2007,06,02,Brazil,Bahia,Camacari,"""Regiao Metropolitana de Salvador, Arembepe, Paraiso Laguna.""",-38.316667,-12.683333,locality_based,splink,"""Ponto em uma rodovia, perto do bairro chamado Paraiso Laguna """
LP2024_000260,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2009,HUNEB,5315,Fonseca_MR_3,NA,2001,07,11,Brazil,Bahia,Entre_Rios,"""Restinga de Massarandupio.""",-37.810357,-12.278237,estimated,splink,NA
LP2024_000261,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2001,IPA,64472,Ferreira_MC_812,NA,1995,11,07,Brazil,Bahia,Conde,"""Fazenda do Bu, Mata do Sao Miguel""",-37.694167,-12.0625,field_measured,splink,NA
LP2024_000262,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,HUEFS,73826,Conceicao_AS_687,NA,2003,08,18,Brazil,Bahia,Esplanada,"""Linha Verde, km 123,5. 3 km depois da Fazenda Morro da Graca ou Fezenda do Bu. Mata de Sao Miguel.""",-37.692876,-12.059861,estimated,splink,NA
LP2024_000263,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,72234,Ferreira_MC_757,NA,1995,08,24,Brazil,Bahia,Conde,"""Fazenda do Bu Mata do Sao Miguel""",-37.692222,-12.064444,field_measured,splink,NA
LP2024_000264,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,CEN,65430,Conceicao_AS_693,NA,2003,08,19,Brazil,Sergipe,Indiaroba,"""Cerca de 2 km depois da entrada para pontal, estrada de terra, lado direito""",-37.438333,-11.494444,field_measured,splink,NA
LP2024_000265,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,33789,Raulino_T_524,NA,1995,08,19,Brazil,Sergipe,Areia_Branca,"""Serra de Itabaiana.""",-37.343220,-10.742642,estimated,splink,NA
LP2024_000266,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2004,CEN,65441,Conceicao_AS_819,NA,2004,09,04,Brazil,Sergipe,Areia_Branca,"""Serra da Itabaiana, area da Sede do IBAMA. Mata de Restinga. Solo arenoso.""",-37.341111,-10.751944,field_measured,splink,NA
LP2024_000267,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,NA,CEN,69388,Queiroz_LP_5493,NA,1999,04,13,Brazil,Bahia,Jacobina,"""Serra do Tombador, ca. de 20 km W de Jacobina na estrada para Umburanas.""",-40.66667,-11.08333,field_measured,splink,NA
LP2024_000268,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,1999,UEC,126713,Conceicao_AS_432,NA,1999,10,24,Brazil,Bahia,Abaira,"""Serra da Trompa, apice da Serra. Solo argiloso, cm muitas rochas. Campo rupestre.""",-41.7875,-13.281667,field_measured,splink,NA
LP2024_000269,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2012,HUEFS,122913,Funch_R_189,NA,2004,02,22,Brazil,Bahia,Ibicoara,"""Chapadinha.""",-41.1975,-13.193889,locality_based,splink,NA
LP2024_000270,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2012,HUEFS,123144,Funch_R_639,NA,2005,02,06,Brazil,Bahia,Mucuge,"""Chapadinha.""",-41.1525,-13.223889,locality_based,splink,NA
LP2024_000271,herbarium,Chamaecrista_blanchetii,Cota_MMT,taxonomist,2017,HUEFS,217312,Alves_PAC_72,NA,2015,05,07,Brazil,Bahia,Caetite,"""Regiao de Campo Rupestre com formacoes herbaceo-arbustivas associadas a afloramentos rochosos ou slos rasos.""",-42.535,-14.0925,field_measured,splink,NA
LP2024_000272,herbarium,Chamaecrista_blanchetii,Cota_MMT,taxonomist,2017,HUEFS,206462,Alves_PAC_23,NA,2012,12,16,Brazil,Bahia,Jacobina,"""Morro do Cruzeiro. Regiao de caatinga. Solo arenoso.""",-40.51,-11.194444,field_measured,splink,NA
LP2024_000273,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,88873,Borba_EL_1955,NA,2004,09,24,Brazil,Bahia,Jacobina,"""Rodovia Varzea Nova - Jacobina, 20 km de Jacobina""",-40.67,-11.092778,field_measured,splink,NA
LP2024_000274,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2007,HUEFS,74409,Conceicao_AS_597,NA,2003,05,31,Brazil,Bahia,Abaira,"""Catoles, Campo do Virassaia""",-41.85,-13.316667,locality_based,splink,NA
LP2024_000275,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,HUEFS,74423,Conceicao_AS_611,NA,2003,05,31,Brazil,Bahia,Abaira,"""Catoles, Campo do Virassaia""",-41.85,-13.316667,locality_based,splink,NA
LP2024_000276,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist_literature,2007,CEPEC,118059,Conceicao_AS_672,NA,2003,07,23,Brazil,Bahia,Abaira,"""Campo do Virassaia. Campo rupestre.""",-41.9,-13.25,locality_based,splink,NA
LP2024_000277,herbarium,Chamaecrista_blanchetii,Conceicao_AS,taxonomist,2003,CEN,65437,Conceicao_AS_776,NA,2003,12,16,Brazil,Bahia,Abaira,"""Chapada Diamantina, Catoles, campo do virassaia""",-41.9,-13.25,locality_based,splink,NA
LP2024_000278,herbarium,Chamaecrista_brachystachya,Rando_JG,taxonomist,2010,MOBOT_BR,100461705,Fiaschi_P_2410,NA,2004,07,14,Brazil,Bahia,Saude,"""Morro da Antena. area bastante antropizada.""",-40.4083333,-10.9438889,field_measured,splink,NA
LP2024_000279,herbarium,Chamaecrista_brachystachya,Barneby_RC,taxonomist,NA,MBM,56132,Hatschbach_GG_40818,NA,1978,1,22,Brazil,Minas_Gerais,Gouveia,"""Rod. BR-259, 1km S de Gouveia""",-43.753092,-18.462085,estimated,splink,NA
LP2024_000280,herbarium,Chamaecrista_brachystachya,Rando_JG,taxonomist,2014,SPF,216219,Rando_JG_927,NA,2009,11,28,Brazil,Minas_Gerais,Santana_do_Riacho,"""Serra do Cipo, Trilha do Joao Carrinho. Acesso por Inhame.""",-43.740337,-19.047789,field_measured,splink,NA
LP2024_000281,herbarium,Chamaecrista_brachystachya,Rando_JG,taxonomist,2019,RB,RB00605520,Rando_JG_827,NA,2009,11,28,Brazil,Minas_Gerais,Santana_do_Riacho,"""Serra do Cipo, acesso por Inhame. Trilha do Joao Carrinho.""",-43.740278,-19.048333,field_measured,reflora,NA
LP2024_000282,herbarium,Chamaecrista_brachystachya,Rando_JG,taxonomist,2011,SPF,210302,Rando_JG_941,NA,2010,03,11,Brazil,Minas_Gerais,Santana_do_Riacho,"""Serra do Cipo, Trilha do Joao Carrinho, ao sul do Rio das Pedras.""",-43.735101,-19.044912,locality_based,splink,NA
LP2024_000283,herbarium,Chamaecrista_brachystachya,Rando_JG,taxonomist,2020,HUEFS,119706,Ribeiro_PL_206,NA,2007,02,08,Brazil,Minas_Gerais,Serra_do_Cipo,"""Rodovia Serra do Cipo Conceicao do Mato Dentro, na estrada para Cachoeira das 3 barras, caminho depois da cachoeira.""",-43.487778,-19.100833,field_measured,splink,"""C. brachystachya? """
LP2024_000284,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist_literature,2007,NY,00959351,MelloSilva_R_1500,NA,1997,10,01,Brazil,Minas_Gerais,Itacambira,"""Estrada Juramento- Itacambira, no alto da Serra de Itacambira, entre o Corrego do Lajeado e o Corrego Rancharia, ca. de 5 km de Itacambira, a direita""",-43.341287,-17.015865,estimated,splink,NA
LP2024_000285,herbarium,Chamaecrista_brachystachya,Cota_MMT,taxonomist,2016,HUEFS,162903,Ribeiro_PL_411,NA,2009,03,25,Brazil,Minas_Gerais,Sao_Goncalo_do_Rio_Preto,"""Parque Estadual do Rio Preto, trilha do alojamento do Morro para Morro dois Irmaos.""",-43.331944,-18.205,field_measured,splink,NA
LP2024_000286,herbarium,Chamaecrista_brachystachya,Queiroz_LP,taxonomist,2018,HUEFS,239110,Cardoso_D_3732,NA,2015,03,10,Brazil,Minas_Gerais,Itacambira,"""Estrada para a torre, na saida da cidade sentido Juramento.""",-43.310833,-17.073889,field_measured,splink,NA
LP2024_000287,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist_literature,2007,HUEFS,75090,Conceicao_AS_728,NA,2003,09,10,Brazil,Minas_Gerais,Itacambira,"""Serra de Itacambira""",-43.309722,-17.080556,field_measured,splink,NA
LP2024_000288,herbarium,Chamaecrista_brachystachya,Cota_MMT,taxonomist,NA,HUEFS,243423,Cota_MMT_986,NA,2017,06,24,Brazil,Minas_Gerais,Botumirim,"""Campina do Bananal. Trilha de Sao Domingos, entrando pela Fazenda Serra da Canastra do senhor Afonso.""",-43.046667,-16.846667,field_measured,splink,NA
LP2024_000289,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist,2007,HUEFS,74350,Conceicao_AS_538,NA,2003,01,09,Brazil,Minas_Gerais,Grao_Mogol,"""Serra de Grao-Mogol.""",-42.895278,-16.555556,locality_based,splink,NA
LP2024_000290,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist_literature,2007,HUEFS,75075,Conceicao_AS_713,NA,2003,09,09,Brazil,Minas_Gerais,Grao_Mogol,"""Grao Mogol: Serra do Barao. Campo rupestre. Solo arenoso com rochas.""",-42.890278,-16.554444,locality_based,splink,NA
LP2024_000291,herbarium,Chamaecrista_brachystachya,Queiroz_LP,taxonomist,NA,HUEFS,165390,Queiroz_LP_15007,NA,2010,10,27,Brazil,Minas_Gerais,Monte_Azul,"""Serra da Formosa em frente ao Pico da Formosa.""",-42.803889,-15.23,locality_based,splink,NA
LP2024_000292,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist_literature,2004,SPF,179569,Conceicao_AS_818,NA,2004,04,14,Brazil,Minas_Gerais,Grao_Mogol,"""Ca. 30 km de Grao mogol, saida pela fazenda Cancela.""",-42.727222,-16.436111,field_measured,splink,NA
LP2024_000293,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist,2007,HUEFS,82775,Roque_N_15021,NA,1994,03,12,Brazil,Bahia,Licinio_de_Almeida,"""ca. 12 km da cidade em direcao a Brejinho das Ametistas. Localidade conhecida como ""garimpo"".""",-42.531726,-14.535405,field_measured,splink,NA
LP2024_000294,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist,2009,HUNEB,7456,Ribeiro_T_342,NA,2001,07,04,Brazil,Bahia,erico_Cardoso,"""Porcao. Estrada Vereda-Curralzinho.""",-42.098333,-13.271111,field_measured,splink,NA
LP2024_000295,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist,2007,HUEFS,33214,Queiroz_LP_5014,NA,1998,04,19,Brazil,Bahia,Abaira,"""Distrito de Catoles, entre a mata do Cigano e o Tijuquinho. campo rupestre""",-41.911110,-13.274270,estimated,splink,NA
LP2024_000296,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist,2007,HUEFS,55936,Harley_RM_54188,NA,2001,04,13,Brazil,Bahia,Rio_de_Contas,"""Estrada para o Pico das Almas, 12,5 Km da cidade, perto do entroncamento para a Fazenda Brumadinho.""",-41.897785,-13.521753,estimated,splink,NA
LP2024_000297,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist,2007,HUEFS,26908,Harley_RM_28664,NA,1997,04,27,Brazil,Bahia,Rio_de_Contas,"""Margem da estrada Mato Grosso-Rio de Contas, ca. 7 km de Mato Grosso.""",-41.866667,-13.489167,locality_based,splink,NA
LP2024_000298,herbarium,Chamaecrista_brachystachya,Conceicao_AS,taxonomist,2012,HUEFS,166424,Harley_RM_55947,NA,2009,04,17,Brazil,Bahia,Rio_de_Contas,"""8 km de Rio de Contas, na estrada para Mato Grosso, na beira da estrada, proximo ao riacho.""",-41.863889,-13.53,locality_based,splink,NA
